0,0.00,1.56,0.00,8,37,2.30
100,0.00,3.12,0.00,8,37,2.30
197,0.00,2.34,0.00,8,37,2.30
293,0.00,3.12,0.00,8,36,2.30
391,0.00,2.34,0.00,8,36,2.32
488,0.00,2.34,0.00,8,36,2.32
586,0.00,2.34,0.00,8,36,2.30
683,0.00,1.56,0.00,8,36,2.30
781,0.00,2.34,0.00,8,36,2.30
879,0.00,1.56,0.00,8,36,2.30
977,0.00,2.34,0.00,8,36,2.30
1075,0.00,2.34,0.00,8,36,2.30
1173,0.00,3.12,0.00,8,36,2.30
1271,0.00,3.12,0.00,8,36,2.32
1371,0.00,2.34,0.00,8,36,2.32
1468,0.00,2.34,0.00,8,36,2.32
1564,0.00,2.34,0.00,8,36,2.32
1663,0.00,2.34,0.00,8,36,2.32
1759,0.00,2.34,0.00,8,36,2.32
1856,0.00,2.34,0.00,8,36,2.32
1953,0.00,2.34,0.00,8,36,2.32
2050,0.00,1.56,0.00,8,36,2.22
2148,0.00,-3.12,0.00,8,36,2.00
2247,0.00,-7.81,0.00,8,36,1.56
2345,0.00,-10.94,0.00,8,36,1.48
2440,0.00,-11.72,0.00,8,36,1.52
2536,0.00,0.00,0.00,10,36,1.50
2633,0.00,0.00,0.00,10,36,1.48
2730,0.00,0.00,0.00,10,36,1.46
2826,0.00,0.00,0.00,10,36,1.44
2922,0.00,0.00,0.00,10,36,1.40
3019,0.00,0.00,0.00,10,36,1.36
3115,0.00,0.00,0.00,10,35,1.36
3214,0.00,0.00,0.00,10,35,1.36
3312,0.00,0.00,0.00,10,35,1.36
3409,0.00,0.00,0.00,10,35,1.36
3506,0.00,0.00,0.00,10,35,1.36
3602,0.00,0.00,0.00,10,35,1.38
3700,0.00,0.00,0.00,10,35,1.36
3796,0.00,0.00,0.00,10,35,1.36
3894,0.00,0.00,0.00,10,35,1.36
3990,0.00,0.00,0.00,10,35,1.36
4087,0.00,0.00,0.00,10,35,1.36
4183,0.00,0.00,0.00,10,35,1.36
4282,0.00,0.00,0.00,10,35,1.36
4379,0.00,0.00,0.00,10,35,1.36
4476,0.00,0.00,0.00,10,35,1.36
4573,0.00,0.00,0.00,10,35,1.34
4670,0.00,0.00,0.00,10,35,1.36
4765,0.00,0.00,0.00,10,35,1.34
4863,0.00,0.00,0.00,10,35,1.36
4960,0.00,0.00,0.00,10,35,1.36
5056,0.00,0.00,0.00,10,35,1.36
5155,0.00,0.00,0.00,10,35,1.36
5252,0.00,0.00,0.00,10,35,1.36
5350,0.00,0.00,0.00,10,35,1.36
5446,0.00,0.00,0.00,10,36,1.38
5544,0.00,0.00,0.00,10,36,1.40
5641,0.00,0.00,0.00,10,36,1.40
5738,0.00,0.00,0.00,10,36,1.40
5835,0.00,0.00,0.00,10,36,1.42
5932,0.00,0.00,0.00,10,36,1.44
6029,0.00,0.00,0.00,10,36,1.48
6125,0.00,0.00,0.00,10,36,1.48
6224,0.00,0.00,0.00,10,36,1.48
6322,0.00,0.00,0.00,10,36,1.48
6419,0.00,0.00,0.00,10,36,1.48
6516,0.00,0.00,0.00,10,36,1.48
6614,0.00,0.00,0.00,10,36,1.48
6712,0.00,0.00,0.00,10,36,1.48
6809,0.00,0.00,0.00,10,36,1.48
6905,0.00,0.00,0.00,10,36,1.48
7003,0.00,0.00,0.00,10,36,1.48
7099,0.00,0.00,0.00,10,36,1.48
7195,0.00,0.00,0.00,10,36,1.50
7294,0.00,0.00,0.00,10,36,1.50
7392,0.00,0.00,0.00,10,36,1.48
7489,0.00,0.00,0.00,10,36,1.48
7585,0.00,0.00,0.00,10,36,1.50
7683,0.00,0.00,0.00,10,36,1.48
7781,0.00,0.00,0.00,10,36,1.48
7877,0.00,0.00,0.00,10,36,1.36
7974,0.00,0.00,0.00,10,36,1.34
8071,0.00,0.00,0.00,10,36,1.34
8167,0.00,0.00,0.00,10,36,1.34
8263,0.00,0.00,0.00,10,36,1.34
8359,0.00,0.00,0.00,10,36,1.34
8456,0.00,0.00,0.00,10,36,1.32
8552,0.00,0.00,0.00,10,36,1.34
8648,0.00,0.00,0.00,10,36,1.32
8745,0.00,0.00,0.00,10,36,1.32
8843,0.00,0.00,0.00,10,36,1.32
8939,0.00,0.00,0.00,10,36,1.32
9037,0.00,0.00,0.00,10,36,1.32
9134,0.00,0.00,0.00,10,36,1.32
9231,0.00,0.00,0.00,10,36,1.32
9329,0.00,0.00,0.00,10,36,1.32
9427,0.00,0.00,0.00,10,36,1.32
9523,0.00,0.00,0.00,10,36,1.32
9619,0.00,0.00,0.00,10,36,1.32
9716,0.00,0.00,0.00,10,36,1.32
9813,0.00,0.00,0.00,10,36,1.32
9909,0.00,0.00,0.00,10,36,1.30
10007,0.00,0.00,0.00,10,36,1.32
10105,0.00,0.00,0.00,10,36,1.32
10202,0.00,0.00,0.00,10,36,1.32
10300,0.00,0.00,0.00,10,36,1.32
10397,0.00,0.00,0.00,10,36,1.32
10493,0.00,0.00,0.00,10,36,1.32
10589,0.00,0.00,0.00,10,36,1.34
10687,0.00,0.00,0.00,10,36,1.44
10785,0.00,0.00,0.00,10,36,1.50
10881,0.00,0.00,0.00,10,36,1.76
10979,0.00,0.00,0.00,10,36,1.80
11077,0.00,0.00,0.00,10,36,1.92
11174,0.00,0.00,0.00,10,36,1.96
11272,0.00,0.00,0.00,8,36,1.98
11368,0.00,0.78,0.00,8,36,2.00
11464,0.00,1.56,0.00,8,36,2.02
11561,0.00,3.12,0.00,8,36,2.08
11659,0.00,3.12,0.00,8,36,2.10
11755,0.00,4.69,0.00,8,36,2.18
11852,0.00,5.47,0.00,8,36,2.18
11949,0.00,3.12,0.00,8,36,2.20
12045,0.00,3.12,0.00,8,36,2.20
12141,0.00,4.69,0.00,8,36,2.22
12238,0.00,3.91,0.00,8,36,2.24
12334,0.00,3.12,0.00,8,36,2.24
12430,0.00,3.12,0.00,8,36,2.26
12527,0.00,2.34,0.00,8,36,2.26
12624,0.00,3.12,0.00,8,36,2.28
12720,0.00,3.91,0.00,8,36,2.28
12817,0.00,3.91,0.00,8,35,2.30
12914,0.00,3.91,0.00,8,35,2.32
13010,0.00,3.91,0.00,8,35,2.34
13108,0.00,4.69,0.00,8,35,2.34
13206,0.00,3.12,0.00,8,35,2.34
13303,0.00,3.12,0.00,8,35,2.36
13401,0.00,3.12,0.00,8,35,2.36
13498,0.00,3.91,0.00,8,35,2.36
13596,0.00,3.12,0.00,8,35,2.38
13694,0.00,2.34,0.00,8,35,2.38
13792,0.00,2.34,0.00,8,35,2.40
13890,0.00,2.34,0.00,8,35,2.40
13988,0.00,2.34,0.00,8,35,2.40
14086,0.00,2.34,0.00,8,35,2.40
14183,0.00,2.34,0.00,8,35,2.40
14280,0.00,2.34,0.00,8,35,2.40
14376,0.00,1.56,0.00,8,35,2.42
14472,0.00,1.56,0.00,8,35,2.42
14570,0.00,2.34,0.00,8,35,2.44
14667,0.00,3.12,0.00,8,35,2.44
14764,0.00,2.34,0.00,8,35,2.46
14859,0.00,2.34,0.00,8,35,2.46
14957,0.00,0.78,0.00,8,35,2.46
15054,0.00,-0.78,0.00,8,35,2.48
15152,0.00,-0.78,0.00,8,35,2.48
15249,0.00,-1.56,0.00,8,34,2.48
15344,0.00,-1.56,0.00,8,34,2.50
15440,0.00,-1.56,0.00,8,34,2.52
15536,0.00,-1.56,0.00,8,34,2.52
15634,0.00,-1.56,0.00,8,34,2.52
15731,0.00,-2.34,0.00,8,34,2.54
15827,0.00,-2.34,0.00,8,34,2.54
15925,0.00,-1.56,0.00,8,34,2.54
16022,0.00,-2.34,0.00,8,34,2.56
16122,0.00,-2.34,0.00,8,34,2.56
16221,0.00,-2.34,0.00,8,34,2.58
16318,0.00,-2.34,0.00,8,34,2.60
16415,0.00,-3.12,0.00,8,34,2.60
16513,0.00,0.00,0.00,10,34,2.60
16610,0.00,0.00,0.00,10,34,2.60
16706,0.00,0.00,0.00,10,34,2.62
16805,0.00,0.00,0.00,10,34,2.60
16903,0.00,0.00,0.00,10,34,2.62
16999,0.00,0.00,0.00,10,34,2.64
